restaurantId,name,type,slotDiscovery,urls,priceBand,neighborhood,primaryCuisine,campaignId,isPromoted,restaurantAvailabilityToken,isPinned,diningStyle,address,description,hasTakeout,recentReservationCount,textReviewCount,rating,hasBar,hasCounter,hasHighTop,hasOutdoor,pickupEnabled,groupId,latitude,longitude,phoneNumber,deliveryPartner,menuUrl
147553,Stake Chophouse & Bar,GuestCenter,on,https://www.opentable.com/stake-chophouse-and-bar,$50 and over,Coronado,Steakhouse,7,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Fine Dining,"1309 Orange Ave., Coronado, CA, 92118","Prominently situated in the heart of Coronado’s iconic village, Stake is a modern take on the classic chophouse of decades past with a chef-driven menu sourced with only the highest quality ingredients available.\u003cbr />\u003cbr />Chef de Cuisine Sergio Jimenez’s menu includes a number of share-friendly filets, chops, Japanese A5 wagyu, and dry-aged prime steak, an expansive selection of seafood appetizers including raw oysters from both East &amp; West coasts, Alaskan King Crab, ice-cold shellfish &amp; crudo, healthy salads, and rustic, wood fire-roasted side dishes, in addition to a handful of freshly composed seasonal seafood entrées.\u003cbr />\u003cbr />Stake Chophouse &amp; Bar is the only restaurant in Coronado that received the Best of Award of Excellence from Wine Spectator for 6 years in a row! Our experienced sommeliers can help pair the perfect wines with your dish. \u003cbr />\u003cbr />- Daily Happy Hour: 4pm-6:30pm",true,16,1050,rating:4.6,false,false,false,true,true,690,32.683103,-117.178572,(619) 522-0077,,
101254,The Smoking Goat Restaurant,GuestCenter,on,https://www.opentable.com/the-smoking-goat-restaurant,$30 and under,North Park,French American,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"3408 30th St, San Diego, CA, 92104","We have expanded our outdoor dining areas to continue to provide you with a safe and memorable dining experience. \u003cbr />\u003cbr />The Smoking Goat is an award-winning California-French bistro located in the heart of North Park, San Diego.\u003cbr /> \u003cbr />Inspired by his European Farm-to-Table up-bringing and culinary training at Le Cordon Bleu Paris, Executive Chef and Owner Fred Piehl, marries classic French cuisine with the bounty of San Diego in a way that is rustic, yet refined, imaginative, yet unpretentious. \u003cbr />\u003cbr />The dinners served feature in-season local, sustainable and organic ingredients and provide guests with a unique culinary experience, reminiscent of the European countryside. \u003cbr />\u003cbr />Boasting an eclectic and carefully selected wine, beer, craft aperitifs and cocktail list with selections from both the old and new world, The Smoking Goat assures there is always the correct pairing available.\u003cbr />",true,21,1769,rating:4.6,false,true,true,true,null,4909,32.74128,-117.130102,(619) 955-5295,,
11137,Brigantine Coronado,GuestCenter,on,https://www.opentable.com/brigantine-coronado,$30 and under,Coronado,Seafood,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"1333 Orange Avenue, Coronado, CA, 92118",A San Diego tradition since 1969,false,72,2260,rating:4.4,false,false,true,true,null,59,32.682755,-117.178326,(619) 435-4166,,
79084,House of Blues Restaurant & Bar - San Diego,GuestCenter,on,https://www.opentable.com/r/house-of-blues-restaurant-and-bar-san-diego,$30 and under,Downtown / Gaslamp,American,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"1055 Fifth Ave, San Diego, CA, 92101","Discover authentic Southern-dining at House of Blues Restaurant and Bar. From the family style dishes and craft cocktails to the best in live music and folk art, House of Blues Restaurant & Bar delivers an unforgettable experience.",false,7,668,rating:4.2,false,false,true,true,null,115,32.71644,-117.15983,(619) 299-2583,,
1026541,North Italia - Fashion Valley,GuestCenter,on,https://www.opentable.com/r/north-italia-fashion-valley-san-diego,$30 and under,Mission Valley,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"7055 Friars Road, San Diego, CA, 92108","At North, we focus on what we do best: Italian from scratch. Enjoy any of our handmade pastas and pizzas, created with seasonal ingredients and inventive flavors.  Or, try a different signature dish, prepared with our fresh flavors from the garden, farm, and sea. We’ve hand crafted seasonal cocktails that pair great with our food, creating a real modern Italia experiences perfect for any occasion.",true,43,1121,rating:4.6,false,false,true,false,null,3008,32.768853,-117.166531,(619) 343-2301,,
166108,King's Fish House - Mission Valley,GuestCenter,on,https://www.opentable.com/kings-fish-house-mission-valley,$30 and under,Mission Valley,Seafood,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"825 Camino de la Reina, San Diego, CA, 92108","We’ve been in restaurants a long time – three generations, to be precise – and we love seafood. With seafood there’s so much to be passionate about – the freshness, the flavor, the variety, and the surprise.\u003cbr /> \u003cbr />To create the ultimate seafood experience, we traveled down the highways and byways. We pulled up a seat, put on bibs, and soaked up the seafood experience: The no-name dishes with unforgettable flavor, the fresh-caught oysters and clams piled high, the hand-lettered specials on ancient chalkboards, and the savory simmer of every combination of spices imaginable.\u003cbr /> \u003cbr />The pleasure of preparing and sharing seafood was simple and genuine, and it brought out the best in everyone. Often, we felt as if we’d been welcomed into somebody’s home. \u003cbr /> \u003cbr />That’s what King’s Fish House is all about — and we’ve tried to bring all of these ideas together into one single, spectacular place, filled with camaraderie and celebration, and the things we love best. Welcome to the House that Seafood Built!\u003cbr />",false,58,1299,rating:4.4,false,false,false,true,null,6,32.766868,-117.156912,(619) 574-1230,,
158590,Old Town Tequila Factory Restaurant & Cantina,GuestCenter,on,https://www.opentable.com/old-town-tequila-factory-restaurant-and-cantina,$30 and under,Old Town,Mexican,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"2467 Juan St., San Diego, CA, 92110","Located across from Heritage Park overlooking San Diego's Historic Old Town the Old Town Tequila Factory Restaurant &amp; Cantina is a panoramic spot to enjoy rooftop dining, great Margaritas and delicious authentic Mexican food prepared from old world recipes. \u003cbr />The Tequila Factory is open for Lunch, Dinner, Saturday &amp; Sunday Best of Weekend Champagne Brunch and Happy Hour on the Tequila Terrace overlooking Old Town and the City Light below...We offer a variety of unique venues such as a Sports Bar, Cigar &amp; Tequila Terrace and our Veranda del Sol.\u003cbr />Bring Friends, Family and Your Appetite to the uniquely San Diego Old Town Tequila Factory Restaurant &amp; Cantina.  Always Free Parking.",true,25,785,rating:4.1,true,false,false,true,null,,32.753385,-117.19349,(619) 260-8124,,
1050343,Siamo Napoli,GuestCenter,on,https://www.opentable.com/r/siamo-napoli-san-diego,$30 and under,North Park,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"3959 30th St, STE 105, San Diego, CA, 92104-3088",Specializing in Napolitano style pizza and pasta.  We focus on clean fresh ingredients that thrive in our home land and make simple foods the star. We have a full bar with hand crafted drinks and a range of wines from Napoli and beyond. ,true,40,357,rating:4.8,true,false,false,false,null,,32.749664,-117.129817,(619) 310-6981,UBER_EATS,https://ubertrk.com/c/2606859/811249/5714?prodsku=819cccdd-f96e-4392-884b-f6fab657fced&u=https%3A%2F%2Fwww.ubereats.com%2Fsan-diego%2Ffood-delivery%2Fsiamo-napoli%2FgZzM3fluQ5KIS_b6tlf87Q%2F%3Futm_campaign%3Daffiliate-ir-%7Birmpname%7D_1_-99_national_e_all_acq_cpa_en_click-%7Bclickid%7D&intsrc=CATF_5854
1166074,Westerly Public House,GuestCenter,on,https://www.opentable.com/r/westerly-public-house-san-diego,$30 and under,Point Loma,Australian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"2912 Garrison St, San Diego, CA, 92106-2721","Westerly Public House is inspired by the culture, lifestyle, food, and beverage that connects San Diego to the eastern coast of Australia. San Diego and Sydney share warm, sunny weather year-round, and an appetite for quality coffee, craft cocktails, local craft beer and wine, and hearty, vibrant, eclectic, bright, rustic, and fresh cuisine that creatively showcases local produce. In Australia, enjoyment of food, drink, and the outdoor lifestyle blend together at laid back all-day cafés that populate the coastal cities. WPH brings this Cal-Aussie energy to Point Loma. ",true,6,25,rating:4.2,true,false,false,true,null,,32.725368,-117.227523,(619) 374-1045,,
1052926,Nado Republic,OTConnectPlus,on,https://www.opentable.com/r/nado-republic-coronado,$30 and under,Coronado,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"1007 C Ave, Coronado, CA, 92118","YOUR LIVING ROOM AWAY FROM HOME\r\nEST. IN 2018 NADO REPUBLIC IS A PLACE WHERE YOU MEET WITH  FRIENDS , TASTE SOME WINE COMBINED WITH TRADITIONAL ITALIAN FOODS ",true,18,170,rating:4.6,false,false,false,false,null,,32.685145,-117.178516,(619) 996-3271,,
1010710,Blanco Tacos + Tequila - Fashion Valley,GuestCenter,on,https://www.opentable.com/r/blanco-tacos-and-tequila-fashion-valley-san-diego,$30 and under,Mission Valley,Mexican,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"7007 Friars Road, San Diego, CA, 92108","Blanco is more than your typical Mexican restaurant, it‘s an escape from the ordinary, a happy hour hang out, a place to sit back, recharge and party. It’s a vacation in your neighborhood that helps you relax with your favorite people. For food, margaritas, and good times, Blanco is the perfect place to find your bliss.",true,20,296,rating:4.7,false,false,false,true,null,22,32.76824,-117.166852,(619) 810-2931,,
